token_volume,semantic_redundancy,distractor_density,structural_coherence,freshness_spread,observed_loss
99.4803,91.8396,21.5076,31.0002,46.3705,0.5523
84.4414,80.2646,12.6241,12.4449,41.6732,0.4123
87.0095,88.2085,10.7366,57.4297,15.5675,0.6125
68.6129,91.6433,45.4769,8.3083,57.9254,0.5673
40.8517,81.0899,34.0344,87.4897,27.3700,0.5703
15.7518,30.6480,3.4916,28.1246,66.0118,0.3322
14.2283,11.1365,13.2385,7.7552,87.4635,0.3062
94.4115,4.6561,76.0072,73.7152,99.6909,0.6763
34.7871,28.5509,45.3082,85.6575,72.8594,0.5480
47.1624,24.4563,72.7016,85.4527,39.9951,0.5261
66.8585,40.0212,47.8493,52.4910,77.5726,0.5915
97.7506,44.4366,34.2315,37.3591,13.3889,0.4714
29.6939,8.6447,42.7894,16.7357,34.6407,0.2459
79.3578,24.5928,61.1895,90.1181,56.6929,0.5574
19.3793,34.4766,59.0369,50.6611,14.8620,0.3641
44.6796,54.3067,26.7333,61.2446,7.0160,0.3777
33.6607,80.4277,25.9285,60.5177,41.0030,0.3886
31.6460,91.6132,34.3262,23.6676,90.9301,0.5697
74.5944,68.1800,4.9535,13.1205,63.8340,0.4976
20.9433,22.5638,77.9139,28.5925,7.1587,0.4408
3.6432,44.3178,61.7129,86.8885,11.0804,0.3957
19.6673,52.9801,36.4108,48.2537,92.4125,0.4725
54.4892,41.5121,98.9440,6.5216,93.2113,0.5339
50.1662,50.3756,92.1964,50.7324,43.8407,0.5851
27.2489,65.8817,56.9645,21.4345,70.9413,0.4951
64.4087,39.7334,0.4401,44.6581,0.6058,0.2591
7.4998,43.0610,8.1920,27.5665,65.5491,0.2950
30.8615,99.7649,91.6302,58.5310,96.6947,0.6560
86.8017,31.8899,74.9596,13.6832,68.4551,0.5979
49.1082,1.6826,27.4230,95.5382,31.5831,0.3721
18.1454,18.7531,47.9213,84.2649,75.8002,0.4880
43.6852,20.8727,4.6065,46.2630,81.4775,0.3225
72.9682,40.8601,59.4703,43.6247,57.9016,0.5205
51.7505,68.0967,50.7709,94.0611,42.8028,0.6010
1.5916,23.6374,50.0607,54.0572,55.2385,0.3686
71.4552,27.4648,66.4904,70.4032,41.1281,0.5779
40.2169,17.8925,41.3987,78.6816,90.8973,0.6101
59.3613,29.9370,68.2290,74.0146,33.2213,0.5662
82.6548,7.3696,1.0754,12.2971,15.6008,0.2861
87.8929,42.4982,27.4932,42.9075,39.4841,0.5529
30.1462,13.7900,65.5915,13.6604,77.5424,0.4299
20.1688,73.1371,80.5586,12.5326,8.6746,0.3883
94.9573,46.3047,63.0235,2.3260,27.8710,0.5194
50.5398,88.6218,27.1439,77.5191,66.2213,0.6737
11.5271,29.3375,23.7864,44.2528,63.5334,0.3773
43.3420,24.4537,69.5879,58.4471,51.9314,0.4228
55.4420,22.1901,68.0431,38.7501,36.3468,0.3995
14.9734,59.6837,60.2664,34.0301,85.9850,0.4961
84.5458,10.9054,69.5038,39.3835,99.9715,0.6476
22.5024,28.0524,44.2106,26.8715,69.1993,0.3806
48.0908,22.0879,50.6374,88.8788,79.2396,0.6347
49.8829,28.8493,17.9886,87.8383,71.0167,0.5769
57.2163,87.9435,12.1690,68.2489,21.6712,0.5545
12.0577,46.5609,38.7393,94.1174,32.3980,0.5080
81.4902,74.8827,66.7924,92.0400,40.7925,0.6601
38.9671,16.0947,27.5762,87.9776,47.4382,0.4602
34.1353,21.6112,48.4960,71.6665,28.6692,0.3788
75.7717,62.9788,78.7563,25.0910,63.1028,0.5289
15.3735,36.3797,72.4360,63.1668,18.7861,0.3979
85.8343,5.3351,59.5216,98.3821,53.1505,0.6707
80.0672,59.5181,78.3088,65.5594,69.1132,0.7282
22.7811,74.1821,23.7910,98.0640,22.7787,0.5841
23.6684,85.8673,24.2986,36.0903,71.4640,0.4916
15.8749,15.9072,48.6358,24.3697,23.5658,0.3791
0.9239,37.0450,31.8251,3.1156,62.1233,0.2789
62.6655,7.0800,31.7042,87.2806,58.2167,0.4950
41.1975,46.5102,20.8280,81.1882,91.4005,0.4983
91.0664,22.3934,31.0740,16.0623,30.7201,0.4382
33.2805,63.3106,18.9646,91.9397,10.3099,0.4105
0.6878,85.4945,70.3770,35.5360,59.5500,0.4709
22.3544,16.8390,47.1149,35.3188,61.5230,0.4304
